"","alpha_hat_ij_Asteraceae","alpha_hat_ij_Poaceae","focal","year","complexity.plant","complexity.animal"
"1",-0.241566808163142,-0.177213077469375,"CHFU","2020","family","family"
"2",-0.332175224269483,-0.205572091929811,"CHFU","2020","family","family"
"3",-0.226752946497349,-0.328752815841568,"CHFU","2020","family","family"
"4",-0.237413205729492,-0.130755948391862,"CHFU","2020","family","family"
"5",-0.105737150444069,-0.167637394520661,"CHFU","2020","family","family"
"6",-0.150476179937153,-0.261600371306693,"CHFU","2020","family","family"
"7",-0.081661814338763,-0.187055759587822,"CHFU","2020","family","family"
"8",-0.00671651262204809,-0.145242583206781,"CHFU","2020","family","family"
"9",-0.0622855130922387,-0.113876017005471,"CHFU","2020","family","family"
"10",-0.200099309556078,-0.132382456767319,"CHFU","2020","family","family"
"11",-0.15042087266951,-0.234119552243533,"CHFU","2020","family","family"
"12",-0.108107130879125,-0.190678542093691,"CHFU","2020","family","family"
"13",-0.0360907425247143,-0.214586853567745,"CHFU","2020","family","family"
"14",-0.0718436476820896,-0.105611486265636,"CHFU","2020","family","family"
"15",-0.0602109871765721,-0.157724068847542,"CHFU","2020","family","family"
"16",0.00971448621780913,-0.242682350010669,"CHFU","2020","family","family"
"17",-0.0272711757673493,0.00466783165679896,"CHFU","2020","family","family"
"18",-0.151990121716882,-0.268838169263506,"CHFU","2020","family","family"
"19",-0.163183025339943,-0.168787468935012,"CHFU","2020","family","family"
"20",-0.0963005867769915,-0.279005512477673,"CHFU","2020","family","family"
"21",-0.0852412275795436,-0.269703827911986,"CHFU","2020","family","family"
"22",-0.27706500955028,-0.340481006163517,"CHFU","2020","family","family"
"23",0.0459720466359181,-0.224131000412594,"CHFU","2020","family","family"
"24",-0.265475409379514,-0.272669701337582,"CHFU","2020","family","family"
"25",-0.132618879261449,0.0303001336139901,"CHFU","2020","family","family"
"26",-0.130773642759436,-0.117211108697183,"CHFU","2020","family","family"
"27",-0.258157694471341,-0.185491129162175,"CHFU","2020","family","family"
"28",-0.0223870260392303,-0.307377179684903,"CHFU","2020","family","family"
"29",-0.164363152783557,-0.105297356910771,"CHFU","2020","family","family"
"30",-0.119970730292027,-0.00990862217349708,"CHFU","2020","family","family"
"31",-0.0693720098977706,-0.164841286631819,"CHFU","2020","family","family"
"32",0.0362491281085142,0.00318909008086998,"CHFU","2020","family","family"
"33",-0.170632687179893,-0.343434918696541,"CHFU","2020","family","family"
"34",-0.0822545405094119,-0.0320745152429157,"CHFU","2020","family","family"
"35",-0.198009558994166,-0.281463848245175,"CHFU","2020","family","family"
"36",-0.210098822804357,-0.212653914076783,"CHFU","2020","family","family"
"37",0.0182828104518353,-0.0737650870586345,"CHFU","2020","family","family"
"38",-0.196459159679554,-0.159912658347009,"CHFU","2020","family","family"
"39",0.0720369859353078,-0.198783895768708,"CHFU","2020","family","family"
"40",-0.148840374625101,-0.034235686550501,"CHFU","2020","family","family"
"41",-0.215280681400792,-0.296338561591782,"CHFU","2020","family","family"
"42",-0.086337286630269,-0.128115759549953,"CHFU","2020","family","family"
"43",-0.220074042513331,-0.303505006700306,"CHFU","2020","family","family"
"44",0.0562603348734274,-0.166887291794777,"CHFU","2020","family","family"
"45",0.00702805815562724,-0.125006601169863,"CHFU","2020","family","family"
"46",-0.0670582532885093,-0.167402503864689,"CHFU","2020","family","family"
"47",-0.0851817790494158,-0.198257664562714,"CHFU","2020","family","family"
"48",-0.167420651332967,-0.197330761290255,"CHFU","2020","family","family"
"49",-0.208695142934268,-0.162047476127688,"CHFU","2020","family","family"
"50",-0.174324340104538,-0.213504941518549,"CHFU","2020","family","family"
"51",0.0728019239371018,-0.263113709493609,"CHFU","2020","family","family"
"52",-0.190117046888514,-0.18262235330278,"CHFU","2020","family","family"
"53",0.126096559287298,-0.0841417719286958,"CHFU","2020","family","family"
"54",0.0168699037529629,0.0232170900533191,"CHFU","2020","family","family"
"55",-0.0671183136782667,-0.170690902250223,"CHFU","2020","family","family"
"56",0.0489861207027136,-0.0352250320770937,"CHFU","2020","family","family"
"57",-0.00844344000639541,-0.328137566489891,"CHFU","2020","family","family"
"58",-0.0442887776113501,-0.202763452510815,"CHFU","2020","family","family"
"59",-0.0162581571815822,-0.22889460636254,"CHFU","2020","family","family"
"60",0.0115454180879175,-0.151106368048917,"CHFU","2020","family","family"
"61",0.129460995946399,-0.298411039138777,"CHFU","2020","family","family"
"62",0.0595585247369741,-0.190480251837827,"CHFU","2020","family","family"
"63",-0.0259623583312354,-0.0958473743575791,"CHFU","2020","family","family"
"64",0.0552888423571465,0.0114243459673722,"CHFU","2020","family","family"
"65",0.0195601344931178,-0.236649162680697,"CHFU","2020","family","family"
"66",-0.0669984977898275,-0.127746255212988,"CHFU","2020","family","family"
"67",0.0398721736642957,-0.208550407173176,"CHFU","2020","family","family"
"68",0.0152121510055201,-0.174747969741562,"CHFU","2020","family","family"
"69",-0.0317378013525582,-0.160205008720998,"CHFU","2020","family","family"
"70",-0.0364493116871902,-0.110979732240769,"CHFU","2020","family","family"
"71",-0.190667539115183,-0.231174849758482,"CHFU","2020","family","family"
"72",-0.0527284385863385,-0.112587871085717,"CHFU","2020","family","family"
"73",-0.042416876219455,-0.120939208436878,"CHFU","2020","family","family"
"74",-0.0309509358649266,-0.00106882238249051,"CHFU","2020","family","family"
"75",-0.0261462969623047,0.0127054463906506,"CHFU","2020","family","family"
"76",-0.110908913432701,-0.306545290876723,"CHFU","2020","family","family"
"77",0.0329616802740154,-0.111125239610599,"CHFU","2020","family","family"
"78",-0.174533370951122,-0.161365135155208,"CHFU","2020","family","family"
"79",-0.0102053159630664,-0.190884965812034,"CHFU","2020","family","family"
"80",-0.0544889144550997,-0.156474460172278,"CHFU","2020","family","family"
"81",-0.142297788106175,-0.166754964363498,"CHFU","2020","family","family"
"82",0.0318482723778062,-0.34392481655042,"CHFU","2020","family","family"
"83",-0.142927365069244,-0.0376326943968004,"CHFU","2020","family","family"
"84",-0.0375163111534704,-0.139487166953586,"CHFU","2020","family","family"
"85",-0.145598533298982,-0.16517077924523,"CHFU","2020","family","family"
"86",-0.0317494583592588,-0.170150202212116,"CHFU","2020","family","family"
"87",0.0302396625026036,-0.142532659736108,"CHFU","2020","family","family"
"88",-0.121681039256315,-0.118172398092121,"CHFU","2020","family","family"
"89",-0.100877316029523,-0.174627368912377,"CHFU","2020","family","family"
"90",-0.20065593739127,-0.114862330414829,"CHFU","2020","family","family"
"91",-0.00964260857961208,-0.179937156395159,"CHFU","2020","family","family"
"92",0.0795715456232939,-0.117056087241104,"CHFU","2020","family","family"
"93",0.0527666339680655,-0.0552530163994482,"CHFU","2020","family","family"
"94",0.00609897189915132,-0.233009079750284,"CHFU","2020","family","family"
"95",0.106379533258634,-0.173160309798467,"CHFU","2020","family","family"
"96",-0.199340789212858,-0.15734794413807,"CHFU","2020","family","family"
"97",-0.0500014755738937,-0.402360766577428,"CHFU","2020","family","family"
"98",-0.0634978054914016,-0.15156019623044,"CHFU","2020","family","family"
"99",0.00936113879687328,-0.181883813890738,"CHFU","2020","family","family"
"100",-0.118940329948264,0.0417095728431205,"CHFU","2020","family","family"
"101",-0.109017800824967,-0.0639594200627406,"CHFU","2020","family","family"
"102",-0.0344404331023526,-0.234783608056877,"CHFU","2020","family","family"
"103",-0.0890840151268317,-0.0748369115616708,"CHFU","2020","family","family"
"104",-0.0867358065782421,-0.394067019537097,"CHFU","2020","family","family"
"105",-0.0622144634607366,-0.0943987792557321,"CHFU","2020","family","family"
"106",-0.0242667357639769,-0.286985071329763,"CHFU","2020","family","family"
"107",-0.0907884024077164,-0.189187702991808,"CHFU","2020","family","family"
"108",-0.0661578691773815,-0.178704262942427,"CHFU","2020","family","family"
"109",0.185753289910351,-0.106867085363518,"CHFU","2020","family","family"
"110",-0.158228915883102,-0.052604487526652,"CHFU","2020","family","family"
"111",-0.148298562441731,-0.11644668832288,"CHFU","2020","family","family"
"112",-0.130393646049047,-0.165304051659798,"CHFU","2020","family","family"
"113",-0.136993417095742,-0.0629941903347458,"CHFU","2020","family","family"
"114",-0.0333701201661959,-0.0806967456402767,"CHFU","2020","family","family"
"115",-0.053383019458768,-0.0166924179502185,"CHFU","2020","family","family"
"116",-0.129070079046299,-0.235918399648004,"CHFU","2020","family","family"
"117",-0.0871757539082945,-0.126278841219476,"CHFU","2020","family","family"
"118",-0.0260722205347557,-0.220019089654094,"CHFU","2020","family","family"
"119",0.0154444504244668,-0.217165922223093,"CHFU","2020","family","family"
"120",-0.0703750129620242,-0.149355211031126,"CHFU","2020","family","family"
"121",-0.0807694455588945,-0.0450402741544121,"CHFU","2020","family","family"
"122",-0.124845729319173,-0.0669184982151776,"CHFU","2020","family","family"
"123",-0.0506117276777039,0.068226341807252,"CHFU","2020","family","family"
"124",0.0888745742360648,-0.152930411186345,"CHFU","2020","family","family"
"125",-0.0746952675941081,-0.192741779082816,"CHFU","2020","family","family"
"126",0.155362570790892,-0.220356581963442,"CHFU","2020","family","family"
"127",-0.177821954998703,-0.231568594273819,"CHFU","2020","family","family"
"128",-0.00293456197515995,-0.145630584931214,"CHFU","2020","family","family"
"129",-0.0592288268591631,-0.125799649720256,"CHFU","2020","family","family"
"130",-0.0994253445841883,-0.0811206291526638,"CHFU","2020","family","family"
"131",-0.2029216896914,-0.052197593288584,"CHFU","2020","family","family"
"132",-0.202393562989759,-0.200256583456782,"CHFU","2020","family","family"
"133",-0.0194449470914977,-0.224180395126112,"CHFU","2020","family","family"
"134",-0.193798223213221,-0.267965251388178,"CHFU","2020","family","family"
"135",-0.0744325491911814,-0.233808314050816,"CHFU","2020","family","family"
"136",7.05868500512352e-05,-0.0312264633870516,"CHFU","2020","family","family"
"137",-0.0966767895222639,-0.193188064097786,"CHFU","2020","family","family"
"138",-0.112527654279102,-0.207212795851419,"CHFU","2020","family","family"
"139",-0.0717210059673501,-0.0778387402802391,"CHFU","2020","family","family"
"140",-0.0329970945465548,-0.152041269486078,"CHFU","2020","family","family"
"141",-0.0394543206393705,-0.0937762281256562,"CHFU","2020","family","family"
"142",0.0138780743851155,-0.27075300135258,"CHFU","2020","family","family"
"143",0.0343562677401148,-0.291339878845871,"CHFU","2020","family","family"
"144",-0.0407786278204028,-0.309655037240199,"CHFU","2020","family","family"
"145",-0.0780130208217791,-0.231402322742358,"CHFU","2020","family","family"
"146",0.0515103046580923,-0.111311220066649,"CHFU","2020","family","family"
"147",0.0572339322582349,-0.177509709129323,"CHFU","2020","family","family"
"148",0.0288235097144567,-0.150960738625034,"CHFU","2020","family","family"
"149",-0.0756143335640979,-0.0821791029672373,"CHFU","2020","family","family"
"150",-0.0282158237522061,-0.0635789867659787,"CHFU","2020","family","family"
"151",-0.208964540682003,-0.101919668447628,"CHFU","2020","family","family"
"152",0.0266365714130974,-0.0274715378247967,"CHFU","2020","family","family"
"153",-0.129547334827611,-0.386739115405296,"CHFU","2020","family","family"
"154",-0.00438069879435388,-0.160462616351365,"CHFU","2020","family","family"
"155",0.140695488054009,-0.049625696386291,"CHFU","2020","family","family"
