"","lambdas","alpha_intra","alpha_generic","gamma_H_generic","gamma_FV_generic","focal","year","complexity.plant","complexity.animal"
"1",0.899570514372082,0.127300216987467,-0.0791457258565502,0.280019003312198,0.122319530064112,"LEMA","2020","class","group"
"2",0.882973887442055,0.0928531393058036,-0.0403429486594357,0.368339335369368,4.86393618714942e-05,"LEMA","2020","class","group"
"3",0.858434713221896,0.0101686521936226,-0.0757151467838582,0.32374617236213,0.0983888170299004,"LEMA","2020","class","group"
"4",0.883871594464604,-0.105928632168554,-0.0819874037079928,0.31032915320876,0.0671471801754003,"LEMA","2020","class","group"
"5",0.886281010355976,-0.114649829565773,-0.0396173879879091,0.277875756146201,0.0279358548104199,"LEMA","2020","class","group"
"6",0.871500391345175,-0.122920323219123,-0.0565187807647849,0.407242145022353,0.0309200595067049,"LEMA","2020","class","group"
"7",0.908582100874114,-0.00194736566039799,-0.0444834623467243,0.2585203866276,0.0569899132649187,"LEMA","2020","class","group"
"8",0.886628383402557,0.0846285122029169,-0.0728632377067409,0.33000644385738,0.0393886389161838,"LEMA","2020","class","group"
"9",0.882022419669865,0.0544594552241928,-0.104464890730783,0.310634059854675,0.140722663872869,"LEMA","2020","class","group"
"10",0.884948136149726,-0.0616016434487677,-0.0759583803784264,0.301947245717498,0.0424681292737285,"LEMA","2020","class","group"
"11",0.873991378273094,0.0400427073105567,-0.0287522978200391,0.219541992608829,0.0525641512832964,"LEMA","2020","class","group"
"12",0.888416963044228,-0.0657147902366877,-0.104146468583906,0.338358275329651,0.147860300808068,"LEMA","2020","class","group"
"13",0.895007984357001,-0.0205457449961157,-0.0820714644618989,0.342929767302267,0.0401574939033173,"LEMA","2020","class","group"
"14",0.88781135619284,-0.0619788695923613,-0.0873638623508992,0.345071189752058,0.0292897282228286,"LEMA","2020","class","group"
"15",0.913393149420408,0.0610849657294434,-0.140300119263604,0.243986582700092,0.0688089780263694,"LEMA","2020","class","group"
"16",0.887250136004736,0.0924771071503296,-0.148754108100086,0.339335731428305,-0.0384729839389618,"LEMA","2020","class","group"
"17",0.907527439624912,-0.0720279436705972,-0.110475007849561,0.351031305752572,0.0519392866383644,"LEMA","2020","class","group"
"18",0.893057803673499,-0.0737242664359721,-0.129459310318123,0.347439276214597,0.134410216573293,"LEMA","2020","class","group"
"19",0.92362661573665,-0.131396227442731,-0.131603290551579,0.31406902270285,0.0124126470078554,"LEMA","2020","class","group"
"20",0.886652762186423,0.00887571525181152,0.00297348205675729,0.171271793317789,0.0978386679353539,"LEMA","2020","class","group"
"21",0.88039009462751,0.115035266916544,0.0476774248763978,0.251696580228819,0.0890141040407646,"LEMA","2020","class","group"
"22",0.883321994596097,-0.0240522074519498,-0.0723063310963244,0.258147168880761,0.050144362898396,"LEMA","2020","class","group"
"23",0.882215505856602,0.266462200583088,-0.0846762107068008,0.286887714955346,0.012141767153047,"LEMA","2020","class","group"
"24",0.902587006131168,-0.0310859738377189,-0.0472272421471542,0.289067927653197,0.0660576972194565,"LEMA","2020","class","group"
"25",0.927701516622033,0.0604544639520668,-0.130180905464271,0.275086258484513,0.0670080008652447,"LEMA","2020","class","group"
"26",0.884870242171662,0.149261762297116,-0.0259111716807122,0.24700019237886,0.113436478906453,"LEMA","2020","class","group"
"27",0.880378713313773,-0.0732589275068077,0.0178521786369346,0.367598156143965,0.0593009734735806,"LEMA","2020","class","group"
"28",0.899567948091728,0.022848088725002,-0.0477939599516812,0.244016461448096,0.0771842301796714,"LEMA","2020","class","group"
"29",0.889519145610256,0.111352982404016,-0.113591265858256,0.437007498265684,-0.0459176135176504,"LEMA","2020","class","group"
"30",0.8895467989473,-0.0404987099056854,-0.0306540932981368,0.28757998807848,0.0609573171145448,"LEMA","2020","class","group"
"31",0.884040817862702,0.082167272185401,-0.103564154684256,0.327729411375995,0.162001208303344,"LEMA","2020","class","group"
"32",0.883133178070629,0.0608559939752571,-0.131534284687622,0.400242746408444,0.0800093420527473,"LEMA","2020","class","group"
"33",0.871181346793872,0.0244372871446836,0.0182926504475251,0.299951626645382,0.035558586718596,"LEMA","2020","class","group"
"34",0.879440152813493,0.119214350334483,-0.0509850482856486,0.354576507362634,0.0886494062020238,"LEMA","2020","class","group"
