"","alpha_hat_ij_PLCO","alpha_hat_ij_POMA","alpha_hat_ij_POMO","alpha_hat_ij_SASO","gamma_FV_hat_if_Andrena_humilis","gamma_FV_hat_if_Dilophus_spp","gamma_H_hat_ih_Brassicogethes_spp","beta_plant_hat_ijk_HOMA_MEEL","beta_H_hat_ijh_HOMA_Cicadidae","beta_FV_hat_ijf_NA","beta_FV_hat_ijf_RAPE_Sphaerophoria_scripta","beta_FV_hat_ijf_SASO_Anastoechus_spp","beta_FV_hat_ijf_SASO_Andrena_humilis","focal","year","complexity.plant","complexity.animal"
"1",-0.154746422095837,-0.0434589524553276,0.132514888520868,0.00581591075706434,-0.0420385236247601,0.194289321166883,0.200361011952648,-0.00726912256931378,-0.0586878574326792,-0.160341211760169,-0.110506881650877,-0.216097842667283,-0.00360538009723432,"LEMA","All","code.plant","species"
"2",0.102355445290781,-0.16705380401109,0.225225574777446,-0.0224923466468837,-0.150528732223942,0.241662615100474,0.134976250435549,-0.0817396860963636,-0.0895918768909583,-0.205011091855577,-0.218451278881245,0.0143142819143467,-0.0402666482419869,"LEMA","All","code.plant","species"
"3",0.0558287534479831,-0.0674874187145292,0.222534958488234,0.141723610449163,-0.261619192634145,0.00151473956560433,0.192815525291318,-0.191874214486545,-0.089729621364863,0.153295853348852,-0.149050852638353,-0.0597821327317392,0.131173319600082,"LEMA","All","code.plant","species"
"4",-0.141848420257307,-0.087698719647001,0.177453932549624,0.219017274192499,-0.184305652655644,0.0603967764312563,0.047302723442719,0.0404140027779565,-0.0333631398800982,-0.0365666844681756,-0.0524620856716739,0.0213404482700006,0.184663590634134,"LEMA","All","code.plant","species"
"5",-0.0181219230045693,-0.139145751145142,0.204395376717569,0.0998741109271775,-0.114661948966449,0.151511489925559,0.0305929697464165,-0.148276715329915,-0.0918137132467268,0.0064089213763765,-0.101107759265771,0.0371475977624851,-0.0197636824322032,"LEMA","All","code.plant","species"
"6",-0.0506090996629558,-0.0360817439814101,0.301358283317303,0.0496850758288767,-0.0707354360605007,0.0238834578352676,0.24613281961757,-0.120922764083283,0.00842393963666677,-0.0406132692529825,-0.121218890779857,0.000225233635385846,0.0187566469843738,"LEMA","All","code.plant","species"
"7",-0.0077114716744825,-0.229451287739688,0.138413471470185,0.140984312270634,-0.163888994386026,0.236976648002658,0.172860230658594,-0.111557707341595,-0.0673133561706279,-0.0159176872966938,-0.0854575176133803,0.0126543019430001,-0.068128756121538,"LEMA","All","code.plant","species"
"8",-0.0869249579791072,-0.136894265104808,0.379467427228489,0.0862872093301703,-0.222679642123535,0.0902191747966221,0.124699109901219,-0.0529736552061589,-0.258830589272633,-0.0972876408769588,-0.0666224116375953,-0.0100931632158835,-0.122855505115972,"LEMA","All","code.plant","species"
"9",-0.180453618236405,-0.114120645175025,0.229439359628377,-0.0204465348061046,-0.194392156770131,0.0379210102296978,0.196869907418218,-0.120664907216024,0.0205293393219277,-0.0748743314358383,-0.216758565127606,0.0144570854267365,0.248761672315888,"LEMA","All","code.plant","species"
"10",-0.104676181274561,-0.108776688192477,0.197673349500388,0.0966855085859377,-0.05820601031357,0.073425412551581,0.0670494696381758,-0.00340848697173157,0.00827551364203916,0.0118526192536108,-0.0436807657713687,-0.215100432330184,-0.143577416502231,"LEMA","All","code.plant","species"
"11",0.0948566929662946,-0.0989047113615638,0.244828984648404,0.179343791962695,-0.0687010554418089,-0.00168224313112197,0.270287172057503,-0.00824892864615656,-0.101733781020746,-0.177730406716781,-0.0924013719874376,-0.375106199154456,-0.0515700408530272,"LEMA","All","code.plant","species"
"12",-0.000399408751106445,-0.31897853545831,0.0459963828900576,0.0985219077685691,0.0915727431831794,0.103257508718407,0.212470045625172,-0.0253603329455009,-0.2479857557375,-0.0329812836490876,-0.121611280858445,0.0256576268749826,-0.050472581481691,"LEMA","All","code.plant","species"
"13",-0.0672528515688764,0.129246368663807,0.158440189659451,-0.0179447894338376,-0.0305395212367535,0.0601239481776115,0.0904913969724799,0.0836590232383863,-0.0951150008588577,-0.0976213465869413,-0.0669334527994504,-0.146157862594648,-0.0546745823093281,"LEMA","All","code.plant","species"
"14",0.0544453195012404,-0.129694386218027,0.201237475650298,-0.176310633416247,-0.0356665859543546,0.124344185229045,0.204016402756834,0.0276191924435443,-0.069780528952909,-0.127640975798759,-0.127510789856829,-0.137984198946907,-0.0335937207355963,"LEMA","All","code.plant","species"
"15",-0.0363063817195861,-0.0968469766794754,0.232356136889763,-0.0180958426661751,-0.0533131049637784,0.243635021864641,0.268631487295754,0.145998546297978,-0.10222682520787,0.0949521304227146,-0.010133371746731,-0.0400663404469128,0.0259994022355317,"LEMA","All","code.plant","species"
"16",0.111118895229637,-0.0708516569939805,0.135034386553607,0.15550602600285,-0.0161393675801328,0.00977000124232141,0.020340937429411,0.0343246845581371,-0.300353574412895,0.212576450703235,-0.0269455054975661,0.00883792704747099,0.00746486854100969,"LEMA","All","code.plant","species"
"17",-0.0280693579585313,-0.112908042341515,0.268028619744797,0.139310038148069,-0.156664265740912,0.0221974267612983,0.130427524529239,0.155786171963175,-0.24048759464807,-0.0412217084585679,-0.0709141935650369,-0.149564992138681,0.0768435329181218,"LEMA","All","code.plant","species"
"18",-0.0638941576433166,0.145002943952228,0.34140682482815,0.131642206852714,-0.0274783537508955,0.103654021731048,0.196763514745854,0.0246486003028312,-0.147985485806865,-0.15880802896374,-0.101615212164423,0.0826713937781178,0.0774980174097877,"LEMA","All","code.plant","species"
"19",-0.10575457562085,0.00272510952568839,0.094397235563294,0.170717473734772,-0.122831182918526,0.147914772405102,0.160123135737634,-0.0348056893713131,-0.0253344075780745,0.00287847707572353,-0.198185467939072,0.0845690213191881,0.0412173047343263,"LEMA","All","code.plant","species"
"20",-0.0711978703338334,-0.0162988846335079,0.433191812373612,0.234017659307483,-0.069322980952074,0.0361729055689808,0.104768252855404,-0.160639277632993,-0.0865503071590342,0.152806181444845,-0.130994387824819,-0.0865259453935178,-0.0444651067670868,"LEMA","All","code.plant","species"
"21",-0.123608252345508,0.0599505166345717,0.357286150281648,0.145107957570998,-0.188039153610978,0.135956563091193,-0.00754696481346617,-0.0616199842957521,-0.0998703478347052,-0.0797520769224516,-0.0289147804281332,0.00790958467957337,0.00551585836549595,"LEMA","All","code.plant","species"
"22",-0.053926319302762,-0.0794094009429064,0.281928531653253,0.237620866035759,0.00270986477605573,0.0628051524126538,0.107898323723693,-0.195845411477511,-0.100570294639562,-0.0358099751748271,-0.092461619921349,-0.0703920306489643,0.156480580826343,"LEMA","All","code.plant","species"
"23",0.00420713551929985,0.0888258803090143,0.129825246404286,0.288137204216834,-0.196883932096149,0.13793215945675,0.144805087336338,0.210308153482124,-0.223684304001807,-0.0205569840587252,-0.199508048816852,0.0118991521665122,0.0701975466546876,"LEMA","All","code.plant","species"
"24",-0.136673516162679,-0.106360771200584,0.208922986556908,0.186001160325374,-0.178199725564526,-0.119527533448411,0.0641680258256114,0.0950591447936793,-0.139636620831875,-0.135135382891312,-0.126750273658646,-0.284805179550204,0.016523470856203,"LEMA","All","code.plant","species"
"25",0.0417702161739577,-0.0779810583237472,0.0578732852156683,0.0317251599607764,-0.102180460446961,-0.0590383328499597,0.038265273445053,0.146085346104769,0.0421524731427574,0.0751099792854204,-0.17026867527618,-0.0155021040939171,0.163577210506041,"LEMA","All","code.plant","species"
"26",-0.0441807101448187,-0.165199832518967,0.195270129599284,0.0450802395565033,-0.105569823711331,-0.0425770173363312,0.18501808477563,-0.0962782182908556,-0.176818226608959,0.12308440015312,-0.103419975215814,-0.198117013207237,-0.031913482142463,"LEMA","All","code.plant","species"
"27",-0.0828194922683241,-0.128066525068474,0.291168063567131,0.161567268645382,-0.232078568619227,0.120114735646307,0.154980581327949,-0.210019925541644,-0.0345563055602209,0.0925299029682758,-0.0170606889861115,-0.288664367430131,0.0783380455097376,"LEMA","All","code.plant","species"
"28",-0.0195456824649068,-0.0984187883876424,0.175983036573693,0.167597049578159,0.0564549913131318,0.24789007484678,0.233624039672305,-0.0511333246066844,-0.0754579361323328,-0.150731431370092,-0.136373925613496,0.0676047581542614,0.205123264666474,"LEMA","All","code.plant","species"
"29",-0.0979334924543116,-0.169221885974998,0.235801911493132,0.0781572424221568,-0.0342530537300789,0.0485065162120555,0.149318975568926,0.0262690611086833,-0.024154467422464,-0.0744392925503923,-0.128797488290633,0.176168790726189,0.00130395367216751,"LEMA","All","code.plant","species"
"30",-0.12605711095021,-0.0541469944161266,0.194967248037777,-0.140451164657076,-0.100187854940442,0.102063030634685,0.168373572341641,-0.0150967847098985,-0.106731191387502,0.0552276994168468,-0.0688919772205085,-0.0811544489185668,-0.0165837446059893,"LEMA","All","code.plant","species"
"31",0.11149856698313,0.024975630396463,0.287079432427512,0.0542721347616708,-0.0109724185232404,0.201312537391761,0.0821658927120992,-0.0350257785198096,-0.142987501178008,-0.0555961575193933,-0.237278570301216,-0.169408284488308,-0.0812393643698019,"LEMA","All","code.plant","species"
"32",-0.310153414101854,0.0228830945384113,0.177300833317721,-0.0620300035739413,-0.117379456973986,0.151159045182912,0.267981897872111,0.0466436164833091,-0.131283109182129,-0.115857947937437,-0.142098119260452,-0.115051885058864,0.05099918290697,"LEMA","All","code.plant","species"
"33",-0.0260728088279094,0.0170182283229521,0.132387822953075,0.0202915874179588,-0.175801531408505,-0.0541016860528001,-0.0331897365784017,0.0457361567213355,-0.0869519335118029,-0.0833823846795209,-0.0597474433136547,-0.0870296505282288,0.0405916037686982,"LEMA","All","code.plant","species"
"34",-0.156148418093087,0.0762437636637472,0.12158854778125,0.159962084858326,-0.0644401294494843,0.0648186219022737,0.111616133163197,0.0846140251079817,-0.112283639661408,-0.176510726061779,-0.117797678266023,0.0426514494096797,0.0782477251682159,"LEMA","All","code.plant","species"
"35",-0.120031793673878,-0.0470149771867556,0.288312579201646,0.141631823505518,-0.130752053944825,0.126811653903326,0.0447677770016501,0.0285679387173485,-0.0994312287128416,0.0903555788674464,-0.0656609268445643,-0.262626962728187,0.115899482673113,"LEMA","All","code.plant","species"
"36",-0.0563847946083189,-0.0236626493842796,0.109332526603897,-0.0956659289349339,-0.0943434696592949,0.0949605233357569,0.180603631112899,0.176979531743519,-0.0248941265053199,-0.193501858718153,-0.0584405630891405,-0.156256808388147,0.0264448470774004,"LEMA","All","code.plant","species"
"37",-0.214858404776696,-0.0963921363539199,0.191870066965915,-0.0667110828762919,-0.202846461387363,0.188126962983125,0.111878569143858,0.092276436942492,-0.110655053962581,0.100500402844991,-0.0317898507491128,0.0813087895685629,-0.0514908189716767,"LEMA","All","code.plant","species"
"38",0.0303779847229497,-0.19925146350082,0.199533880084027,0.235038932459927,-0.368738044679938,0.032930336073886,-0.0317249665066647,-0.0166196680411229,-0.120861250343526,0.0140629798585212,-0.0295665235204623,-0.262076891116993,-0.0983188519171171,"LEMA","All","code.plant","species"
"39",0.0213667621551996,-0.00145681578484991,0.334721485261953,0.0489796108023144,-0.110878552701961,0.141922516446305,-0.0375246014609905,0.297979247693433,-0.0917399654375445,0.0696792491541518,-0.000755810762273823,-0.0582670268953643,0.119541435818673,"LEMA","All","code.plant","species"
"40",-0.0759267542163484,-0.167291711377874,0.303818034498955,0.207823894964136,0.00511314128183504,0.169917871162978,0.162238910927768,-0.1567716171099,-0.105773703750544,-0.0849147227819084,0.0661361110226069,-0.131197209249867,-0.0183354789805146,"LEMA","All","code.plant","species"
"41",-0.0609790739303769,-0.00342778646979525,0.280371252673367,0.196614176268032,0.0385566919175779,0.270235055546559,0.17738534970264,0.0697282691710024,-0.265568632317936,-0.0373233346810257,-0.117243054538286,-0.0610573345445836,0.0235607911504248,"LEMA","All","code.plant","species"
"42",-0.132984531271874,-0.0312463443997866,0.116715699025451,0.0604017797477461,-0.157020785247589,0.146454083415601,0.103541028676536,0.00733790301375792,-0.125722244379513,-0.154131860410872,-0.0639104825313253,-0.166305641513659,0.00179514830704486,"LEMA","All","code.plant","species"
"43",-0.0190891797664602,-0.139579055882313,0.217500044244755,0.112996842977539,-0.106916931108048,0.0683722519016678,0.0307055596046726,0.072651244116438,-0.0858278699617647,0.116351793077097,-0.0674322675547384,0.0989250042780172,-0.0326770402864653,"LEMA","All","code.plant","species"
"44",-0.0713654070061605,-0.219197899664615,0.14923060869429,0.0852195744830808,-0.0729916010288116,0.0679477348095614,0.0560329066578285,0.0671583903016615,0.0193626680727186,0.0448017658505939,-0.232644370819282,-0.154737744085117,0.0350629848290254,"LEMA","All","code.plant","species"
"45",-0.231944817179848,-0.155579692359659,0.190385582058065,0.219509519487578,-0.306793266715307,0.00697713343030348,0.0758407914146793,-0.0958455656452537,-0.0759516758588741,0.0419151107819347,-0.0728104062529684,0.147380620394873,0.0470742442493708,"LEMA","All","code.plant","species"
"46",0.0173377860562658,0.0273191158516075,0.181834824487607,0.026347969042956,-0.0184694032246797,0.114897506604271,0.17789472086102,0.204126376497215,-0.0627055646846835,0.0102779942513376,-0.179083113499039,-0.0571474390723259,-0.0227447393100993,"LEMA","All","code.plant","species"
"47",0.0428065035565344,0.0867161085400292,0.343986283776525,0.317766937115808,-0.0643963422855109,0.042829108223174,0.107830825507556,0.0274142007525198,0.0155860421934717,0.0962390777183182,-0.0938807555843328,-0.152066016551471,0.134779674153427,"LEMA","All","code.plant","species"
"48",-0.159339004610332,-0.146071763179258,0.332595576145068,-0.0953752038293411,-0.239484487622228,0.146760328980613,0.0794216258615263,-0.190871697175052,-0.168860157463471,0.0173969910422398,0.0226090799616485,-0.206128539160899,0.0176831014762415,"LEMA","All","code.plant","species"
"49",0.0321570016581572,0.182578868626065,0.173295403364579,0.0463986909667506,-0.160166674229463,0.147033129315379,0.186671422712661,0.101689597997987,-0.172734558895658,-0.0116318852186112,-0.160028613753277,-0.0295837890517961,0.0485820081629484,"LEMA","All","code.plant","species"
"50",-0.181379662846116,-0.0974588088335844,0.0853072161249933,-0.0820277637050683,-0.223694701583119,0.127390628666159,0.117139007979446,0.162614439390167,-0.194535313094594,-0.000411360083839907,0.0081002517978308,-0.210252698992358,0.0378414949648094,"LEMA","All","code.plant","species"
"51",-0.0526756658649365,-0.0159970200244753,0.310743477606315,-0.00348652451871323,-0.0637737405056346,0.161010856824565,0.200718443576372,0.0942215368062491,-0.206106563210652,-0.112605140316003,-0.058444967821587,-0.056551301895424,0.00175791821081561,"LEMA","All","code.plant","species"
"52",0.0663306881360421,-0.0881500181142614,0.250761692677504,-0.231937632678246,-0.147312586241062,0.264643726026031,0.043570265148636,-0.0164403380998983,-0.0551911898233294,0.0208177701269336,-0.113090875935521,-0.0349542762983781,-0.0313941076011102,"LEMA","All","code.plant","species"
"53",0.0598714142683541,0.087531739967029,0.230834912786611,0.138304329432488,-0.223965088960623,0.15580433605012,0.181002167217133,0.232582003096728,-0.195974369482772,0.0805602470534281,-0.111355663195072,0.0859570573133497,0.187214154325315,"LEMA","All","code.plant","species"
"54",-0.0578390847064545,0.197452693561778,0.22600102869639,0.0138618745950505,-0.0907813754632915,0.0766811410633199,0.36373013657615,-0.0584584519679878,-0.324598817821374,-0.039140184071887,-0.0954893466557359,-0.162755669489461,0.0705073765811903,"LEMA","All","code.plant","species"
"55",0.0442239893791658,-0.0480813661945138,0.121789082119486,0.120674183866896,-0.155368011301643,0.149505344655634,0.18235539167472,0.0778116650182359,-0.0961644014550458,0.0152980119515624,-0.0966604262005309,-0.16896653098725,-0.0390022743932547,"LEMA","All","code.plant","species"
"56",-0.114338820084029,0.1256017280562,0.17461006169344,0.027958217043919,-0.199655396870929,0.106726550465931,0.129320848690019,0.0576680474844808,-0.110981693945474,0.136218086751977,-0.112091944293087,-0.0192410776563346,0.0132851665000207,"LEMA","All","code.plant","species"
"57",0.0867069778534602,-0.183879594595305,0.302087974676957,0.0358306612179078,-0.104982832642964,0.0700737566366731,0.0771907407273968,-0.01264518682817,-0.0303967089692307,-0.0999950254737092,-0.192531105168327,-0.0497088363420467,0.00835501950258699,"LEMA","All","code.plant","species"
