"","lambdas","alpha_intra","alpha_generic","gamma_H_generic","gamma_FV_generic","focal","year","complexity.plant","complexity.animal"
"1",0.893119481352643,-0.194715389962841,0.0361457252624817,-0.0912870664633264,0.0937859283484219,"CHFU","2021","family","family"
"2",0.960278492145441,-0.106618429089288,-0.0695471169124715,0.122347136513517,0.0316561707631362,"CHFU","2021","family","family"
"3",0.942724982471476,0.0318952784927811,-0.0547703817064392,0.0271124353806393,0.114938277692423,"CHFU","2021","family","family"
"4",0.907787126479083,-0.0534103128737328,-0.0032320204326286,0.0594667025196997,0.0297882927555552,"CHFU","2021","family","family"
"5",0.934734051298319,-0.213448633075588,-0.0889523055938524,0.0309119788014234,0.108960325812097,"CHFU","2021","family","family"
"6",0.941800418285914,-0.126602227196239,-0.0411090795254848,0.138750104948226,0.011912809844404,"CHFU","2021","family","family"
"7",0.931906340965865,-0.178807086347657,-0.0746734636726215,-0.0593103697549627,0.0572984894680979,"CHFU","2021","family","family"
"8",0.936873815233034,-0.317830607652764,0.0198502220536989,0.102122576728518,0.0781256226086819,"CHFU","2021","family","family"
"9",0.912902815585334,-0.0831837135295871,-0.000526384998816742,-0.0335036572136701,0.0908214090226485,"CHFU","2021","family","family"
"10",0.906878143309105,-0.142796816779885,-0.00544284806468665,-0.0338858345487302,0.0774254768142589,"CHFU","2021","family","family"
"11",0.981632464292573,-0.174238753980177,-0.110982337323314,-0.0177388831056045,0.0274094373390291,"CHFU","2021","family","family"
"12",0.950052341181886,-0.170329692360469,-0.0235953564430156,0.108735401567748,0.0426821836028424,"CHFU","2021","family","family"
"13",0.886866806577887,-0.0830521653835333,0.0880038401624972,0.0581541022619309,0.0429864470412128,"CHFU","2021","family","family"
"14",0.928948127843243,-0.211495627317355,-0.0465995374746849,-0.0664821720051205,0.0147664313079149,"CHFU","2021","family","family"
"15",0.941176198388253,-0.0366629738885662,-0.0897997020443762,-0.00950972751959463,0.0910276588743087,"CHFU","2021","family","family"
"16",0.943530901176632,-0.0740915788062614,-0.0478470091603875,0.0368835129640736,0.041262412436749,"CHFU","2021","family","family"
"17",0.961538171714044,-0.113953560237147,-0.131505029084698,0.106219656328136,0.0215782615934802,"CHFU","2021","family","family"
"18",0.938981033674723,-0.123602682145353,-0.019761249274156,0.0113275885960996,0.0473503104697521,"CHFU","2021","family","family"
"19",0.948552653168585,-0.0456643401306424,-0.0568858076433597,0.0166824989260584,0.0192435931994688,"CHFU","2021","family","family"
"20",0.912599119558449,-0.0524517093562195,0.0262250412624845,0.0129758696407938,0.0635505002114948,"CHFU","2021","family","family"
"21",0.916640930778814,-0.164940436943504,-0.001317731422945,0.0943123898247449,0.122208502438826,"CHFU","2021","family","family"
"22",0.934316563309111,-0.126258893440089,-0.0820770528121075,0.118343759330147,0.0583940445490191,"CHFU","2021","family","family"
"23",0.949677524675689,0.0503225996947911,-0.145241647611375,0.0812080359657567,0.0776007423074493,"CHFU","2021","family","family"
"24",0.966934540604361,-0.049018382349815,-0.144656048367355,-0.0754770164605574,0.0591152336668275,"CHFU","2021","family","family"
