"","lambdas","alpha_intra","alpha_generic","gamma_H_generic","gamma_FV_generic","focal","year","complexity.plant","complexity.animal"
"1",0.903683578903489,0.109044619659195,-0.149529439927963,-0.0640112189410263,-0.100740873463411,"CHFU","All","code.plant","species"
"2",0.890544089086604,0.0662928022912823,-0.119082706133847,-0.072426427497845,-0.0532797177698477,"CHFU","All","code.plant","species"
"3",0.90263905343835,0.165566116764863,-0.135572755087494,-0.016426963963247,-0.105942974895091,"CHFU","All","code.plant","species"
"4",0.897371882284129,0.0340109119719081,-0.109132252972571,-0.0345683506899682,-0.196374680162027,"CHFU","All","code.plant","species"
"5",0.897695529014597,-0.108250347042485,-0.0852062458644287,-0.0930681183057218,-0.0963839074921701,"CHFU","All","code.plant","species"
"6",0.879872315417247,0.0812712333592605,-0.0496815170892744,-0.0388012076744903,-0.0392941139020624,"CHFU","All","code.plant","species"
"7",0.89413205452097,0.0555139244175815,-0.0907231646510225,0.0157109140912116,-0.121250072914957,"CHFU","All","code.plant","species"
"8",0.889912580539101,0.0599275900425309,-0.128280639610566,-0.0192046790238569,-0.0789904666152795,"CHFU","All","code.plant","species"
"9",0.90017058377459,0.0732521227723066,-0.136782240113368,0.0146873966633871,-0.189984901277945,"CHFU","All","code.plant","species"
"10",0.878278062774208,0.0685525718126798,-0.060861063045945,0.0550972042364052,-0.113574259294557,"CHFU","All","code.plant","species"
"11",0.886655326316968,-0.00216747503584103,-0.114975792945291,0.0691848420223302,-0.124309890382578,"CHFU","All","code.plant","species"
"12",0.879821647241354,0.00587683309453313,-0.0643285978187931,0.0368091647528639,-0.0317603939664229,"CHFU","All","code.plant","species"
"13",0.872482823486543,0.161275894947636,-0.0882422522778861,-0.0573520751746437,-0.00882173170282561,"CHFU","All","code.plant","species"
"14",0.887042432995224,0.031945640420237,-0.0470536171905884,0.00151667359332219,-0.124013669080677,"CHFU","All","code.plant","species"
"15",0.886690338077766,0.148065321968625,-0.0688714572052717,-0.038248783343467,-0.123802110793876,"CHFU","All","code.plant","species"
"16",0.89933680277164,0.0574076780582586,-0.152853815988264,0.0147490065469282,-0.167849384146708,"CHFU","All","code.plant","species"
"17",0.889554302360021,0.0661384132081164,-0.09253965231035,0.00363120194287646,-0.127973454420287,"CHFU","All","code.plant","species"
"18",0.900229412357401,0.0787709176883864,-0.210218887723512,-0.020150048574809,-0.0837905556308565,"CHFU","All","code.plant","species"
"19",0.882153289322347,0.0437186368843117,-0.107064756540719,-0.024176416020773,-0.114071465237697,"CHFU","All","code.plant","species"
"20",0.896228163538126,-0.0209820660837411,-0.072707769001128,-0.00724425463535892,-0.111858597895472,"CHFU","All","code.plant","species"
"21",0.89980697072698,-0.0309422312083021,-0.199315031539948,0.0574117061796721,-0.109847088464437,"CHFU","All","code.plant","species"
"22",0.906352205962067,0.0541879999386252,-0.178151440154386,-0.0453373728279773,-0.0863049629343926,"CHFU","All","code.plant","species"
"23",0.890259831374923,0.0180517081341436,-0.0755397317241813,-0.132625018496184,-0.0613934496968436,"CHFU","All","code.plant","species"
"24",0.892383733689984,0.173644166938111,-0.178435659431545,0.0386687581586086,-0.0686331555629892,"CHFU","All","code.plant","species"
"25",0.886499158013701,0.0459614957248327,-0.0577274667580375,-0.0416790104105863,-0.0733986633670642,"CHFU","All","code.plant","species"
"26",0.883239404724377,0.0787808452465986,-0.0533599042130443,-0.14056231762938,-0.066317657165912,"CHFU","All","code.plant","species"
"27",0.891420105700931,0.193888159757607,-0.0964655020975501,-0.0490901262219288,-0.0671295009936753,"CHFU","All","code.plant","species"
"28",0.892945677842342,0.181178541852447,-0.0989054096880284,-0.0570236275184809,-0.0798880359420616,"CHFU","All","code.plant","species"
"29",0.904365739049792,0.0929816963847701,-0.232889321777898,-0.113335191490859,-0.117891029592197,"CHFU","All","code.plant","species"
"30",0.880299962817341,0.117002225890136,-0.021011366779747,-0.0408781397648463,-0.0848917972187437,"CHFU","All","code.plant","species"
"31",0.891666278124338,0.188706646413423,-0.128966279912358,-0.0210269593557527,-0.0929834141651824,"CHFU","All","code.plant","species"
"32",0.891730823667556,0.150831102624305,-0.120649470992795,-0.227891991344015,-0.0615004338930613,"CHFU","All","code.plant","species"
"33",0.903360234176283,0.175480030659298,-0.156940577178534,-0.0483951381813807,-0.0741080850287816,"CHFU","All","code.plant","species"
